time_s,force_N,accel_x_g,accel_y_g,accel_z_g
13.45996094,0.13319629,0.02543160,-0.01807316,-0.00291557
13.46005859,0.08944188,0.02040912,-0.02589100,0.01293409
13.46015625,-0.04714648,-0.01757914,-0.00412570,-0.00856512
13.46025391,0.19117894,0.03992830,-0.04385357,-0.02240118
13.46035156,-0.15460566,-0.02510942,-0.00696421,-0.00451497
13.46044922,-0.24184188,0.01461829,-0.00864164,0.04256881
13.46054688,-0.07699744,-0.00427177,-0.02262647,0.02350996
13.46064453,0.02083376,0.01563357,-0.02050052,-0.03323808
13.46074219,0.08955502,-0.02095934,-0.00785134,-0.00454938
13.46083984,0.26732120,0.00305198,0.00374136,0.00699292
13.46093750,-0.13642245,0.02495467,0.02515784,-0.00613391
13.46103516,0.13756482,0.02913489,0.03950425,0.04126194
13.46113281,0.03868338,0.01655363,0.00195625,-0.01121543
13.46123047,-0.24673599,0.05801073,-0.03253270,-0.01321768
13.46132812,-0.15385150,0.02426017,-0.01381525,0.01869542
13.46142578,-0.30946057,0.02775717,-0.03499754,0.02261124
13.46152344,-0.19217216,-0.00437039,-0.01016173,0.00642095
13.46162109,0.27947776,0.01221456,-0.01345202,0.01193276
13.46171875,0.02441216,0.03749287,0.00662808,-0.03513787
13.46181641,0.05225980,0.00901808,-0.00844743,0.03876297
13.46191406,0.07507090,0.03774651,-0.00831047,0.01471445
13.46201172,-0.10941195,0.03156104,-0.00875892,0.02757984
13.46210938,0.02905722,0.01814033,-0.02567159,-0.00168643
13.46220703,0.21972976,0.01479819,0.00157834,-0.00631234
13.46230469,0.13451886,0.02359125,-0.00314391,0.00951590
13.46240234,0.23149641,0.03049032,-0.02941453,0.02190846
13.46250000,0.11075201,0.05635745,0.00951394,-0.01841127
13.46259766,0.00099592,0.01674819,0.00431680,0.02602830
13.46269531,0.04145324,0.00319638,0.02466289,0.01206833
13.46279297,0.18380764,-0.02932865,-0.00003325,0.01221010
13.46289062,0.09506029,-0.00382734,-0.03451216,0.01792861
13.46298828,0.16773081,-0.00710033,-0.00159217,0.00224839
13.46308594,0.08502051,0.03750988,-0.00332226,0.04004465
13.46318359,-0.00285786,0.05568745,-0.02620917,0.00300686
13.46328125,-0.09033628,-0.00892771,0.04004059,0.02617202
13.46337891,-0.35299539,0.01249684,0.01557238,0.04621936
13.46347656,0.13795243,0.03393808,-0.01983117,0.03420509
13.46357422,0.00048953,0.01986760,-0.02375447,0.02211138
13.46367187,-0.04491334,0.00435775,0.03188705,-0.00542833
13.46376953,-0.26178686,-0.00852701,0.00408893,0.03544885
13.46386719,-0.05202152,-0.00001461,0.00617492,0.03235354
13.46396484,-0.14542718,0.01824911,-0.02540849,0.00288301
13.46406250,-0.14320508,0.01389081,0.00814335,0.03411311
13.46416016,0.22051037,0.00751897,0.02813335,0.02509892
13.46425781,-0.20054343,0.01917966,0.00992138,0.03815204
13.46435547,0.23239616,-0.02032104,0.02004086,0.01808929
13.46445313,0.15573152,0.01339482,0.02331954,0.02320739
13.46455078,0.10892320,0.04675931,0.02140443,0.01349647
13.46464844,0.40354755,0.06463355,-0.02038932,0.02457229
13.46474609,-0.24217282,0.01625773,0.01142963,-0.00047614
13.46484375,0.12600319,0.02244821,-0.03264840,0.00261077
13.46494141,0.14831228,0.00881901,0.00627437,0.03111550
13.46503906,-0.09234704,0.03187200,0.02304222,0.05726270
13.46513672,0.15401838,0.02279111,0.00971362,0.00035053
13.46523437,0.16192891,-0.02888911,0.00708033,0.00644701
13.46533203,0.09591222,0.00055924,0.02309622,-0.01429589
13.46542969,0.05359606,-0.00842555,-0.02302091,0.01352225
13.46552734,-0.02855456,-0.00324229,0.00777628,0.03638027
13.46562500,0.15347004,-0.01566920,-0.01022324,0.02237917
13.46572266,0.22368245,0.00947847,0.02222053,0.02263879
13.46582031,0.12985594,0.02071441,-0.01257826,0.01634104
13.46591797,-0.11448876,0.02766675,-0.00712739,0.00877052
13.46601563,0.20844421,0.04474379,0.03835238,-0.01510006
13.46611328,-0.17468255,-0.00001423,0.03419107,0.05069617
13.46621094,-0.09807694,0.01620028,0.01591701,0.02894174
13.46630859,-0.22059329,0.03633725,-0.02487690,0.00012530
13.46640625,0.13228885,-0.03984149,0.02694462,-0.03407908
13.46650391,-0.07126353,-0.02345405,-0.00154620,-0.00019448
13.46660156,-0.15004917,-0.00173302,0.02028921,0.03202068
13.46669922,-0.06419225,0.01996825,0.03250711,0.00699933
13.46679688,-0.05590647,0.01808659,-0.01931193,-0.02077457
13.46689453,-0.07578357,-0.00788717,0.04496951,0.02723805
13.46699219,-0.09351111,-0.00503429,0.00997044,-0.00539807
13.46708984,-0.05948094,-0.02046158,0.01977920,-0.00604282
13.46718750,-0.00955993,-0.02897687,0.00606944,-0.00633007
13.46728516,0.14034127,-0.04081930,0.01009747,-0.03875113
13.46738281,-0.02588471,-0.01390586,0.01476848,-0.00323623
13.46748047,0.18371148,-0.01205830,0.01772012,0.00709603
13.46757812,-0.17641047,0.02923883,0.04012177,0.00130462
13.46767578,0.10715317,0.00975139,-0.02207794,0.00581252
13.46777344,-0.03597782,0.01998320,0.03606457,-0.00326559
13.46787109,0.09947479,0.00417218,0.00527355,0.02661635
13.46796875,0.07769734,-0.00942533,0.02971769,-0.03920255
13.46806641,-0.21793876,-0.00376367,-0.00166214,-0.01946797
13.46816406,0.12997828,-0.00321488,-0.00386693,0.00490393
13.46826172,-0.09003892,0.00135381,0.02893671,0.03193465
13.46835938,0.13682206,-0.01970458,-0.03671043,0.02524927
13.46845703,-0.05904988,-0.01060834,0.01823613,0.00962067
13.46855469,0.07255441,0.00135799,0.01344614,0.03523700
13.46865234,0.09349449,-0.00674644,0.00399429,-0.00560271
13.46875000,0.05110582,-0.05748089,0.03034215,0.00186364
13.46884766,-0.07881484,0.00698584,0.03696689,0.01755221
13.46894531,0.17287679,-0.01299759,-0.02583779,-0.05268675
13.46904297,0.07883115,-0.00799584,0.04895592,0.01660023
13.46914062,0.00321330,0.03078944,0.03051499,0.02583481
13.46923828,0.14033775,-0.04040180,0.02011705,-0.00191838
13.46933594,-0.05913342,0.03965297,0.01552227,-0.02815412
13.46943359,-0.01052487,-0.01342463,0.03058940,-0.02915180
13.46953125,-0.29528885,-0.01408807,0.02968136,-0.00296576
13.46962891,-0.17652000,0.01645162,0.02468008,-0.01514650
13.46972656,-0.09339319,-0.01545086,0.02706058,0.01653222
13.46982422,-0.08944076,0.01984031,-0.00001388,-0.01437886
13.46992188,0.08394808,-0.01503942,-0.01990964,-0.00780720
13.47001953,-0.06889139,0.00896129,0.03585467,-0.00379010
13.47011719,-0.02157804,-0.01903543,-0.02197564,0.00887198
13.47021484,-0.24499693,-0.02435202,0.03210078,-0.00903943
13.47031250,0.01594089,-0.02521219,0.00258147,0.00417893
13.47041016,0.37434873,-0.04391865,-0.01869220,-0.03757175
13.47050781,-0.12122122,-0.03735289,0.00284098,0.01446303
13.47060547,-0.11125231,-0.00438717,0.01266442,-0.00241284
13.47070312,0.03776707,0.00059742,0.00869440,0.02063409
13.47080078,-0.08398116,0.00889982,0.01296923,-0.01626160
13.47089844,-0.00333293,0.00392600,0.01645801,-0.00422523
13.47099609,-0.15377597,0.00312822,0.04900683,0.00655556
13.47109375,-0.09429569,0.00213796,-0.03027051,-0.04021876
13.47119141,0.17019339,0.02300287,-0.01466471,-0.00002709
13.47128906,0.13429951,-0.01952126,0.03634075,0.00881823
13.47138672,-0.12787917,0.00626112,0.02029713,0.04650941
13.47148437,-0.02742764,-0.01219588,0.01053300,-0.02274054
13.47158203,0.04966217,-0.00419060,0.01304299,0.00298243
13.47167969,0.30807046,0.01344318,0.01286892,-0.00050311
13.47177734,-0.02342601,-0.05919254,-0.00014397,0.03944511
13.47187500,-0.10864630,-0.01347621,0.05357407,-0.00629604
13.47197266,-0.14616185,0.06025727,0.06502991,-0.04515410
13.47207031,0.07935195,0.03827149,-0.01185676,-0.02936381
13.47216797,-0.08915019,-0.02008976,-0.03535500,0.00844665
13.47226563,0.05087607,-0.01752088,0.01566141,-0.01385237
13.47236328,0.01243787,-0.00251692,-0.01246431,0.00605286
13.47246094,0.13065873,-0.00010435,-0.01026770,0.01619970
13.47255859,0.16232690,0.00469987,0.00418821,0.00444073
13.47265625,-0.17297700,-0.00522614,-0.00713784,0.01146401
13.47275391,0.11451221,-0.01497058,-0.00740595,-0.01512023
13.47285156,-0.22481894,0.00457978,0.04905915,-0.02012148
13.47294922,0.12134292,0.00936764,-0.00808048,-0.00422083
13.47304687,0.15663758,-0.03822097,0.01546188,0.00824389
13.47314453,-0.07201232,0.00864602,0.00827302,-0.01358997
13.47324219,0.11054305,0.02192176,-0.02503310,-0.02345022
13.47333984,0.08191259,-0.01760992,0.01679567,-0.01225444
13.47343750,0.08879704,0.01306177,0.01620656,0.00539790
13.47353516,0.10545226,-0.00174994,0.00665504,0.00256786
13.47363281,-0.07808488,-0.00067298,-0.00787090,0.01060441
13.47373047,0.02810260,0.01070547,0.00955784,0.00108054
13.47382813,-0.00771048,-0.00726015,0.01389441,-0.00666544
13.47392578,-0.07143826,-0.00633814,-0.03333154,0.00841396
13.47402344,0.09454591,-0.00422904,-0.01426860,0.03429341
13.47412109,-0.06761460,-0.02282234,0.00336376,-0.01113899
13.47421875,0.15720133,-0.03469701,-0.00160107,-0.00531812
13.47431641,-0.16285401,0.01915943,-0.00339633,-0.02070663
13.47441406,-0.21391832,-0.00380773,-0.00721569,-0.00974142
13.47451172,-0.17086340,-0.00173603,0.03136466,-0.04805513
13.47460938,-0.10411313,0.03558586,-0.01504881,0.00514123
13.47470703,0.06535239,0.02782518,-0.00217613,0.00572766
13.47480469,0.26007694,0.03660578,0.01407687,0.01615034
13.47490234,0.03550811,-0.00264459,-0.00659215,-0.00344348
13.47500000,0.02215745,-0.02167487,-0.01463202,0.00292648
13.47509766,-0.08128411,0.02511313,-0.00787477,-0.04311261
13.47519531,0.00729792,0.00956793,-0.01335243,0.01116631
13.47529297,0.03431150,0.00811918,0.02628809,-0.00076205
13.47539062,0.30914564,0.00441506,-0.00799585,0.01871029
13.47548828,0.04052409,-0.02738132,-0.03768713,-0.02670400
13.47558594,0.30199145,0.02419058,0.01265751,0.00361068
13.47568359,-0.31418291,0.02639465,-0.03578888,0.01024740
13.47578125,-0.00312826,0.01410695,-0.01760115,-0.02232387
13.47587891,-0.13056159,0.01650407,-0.00309217,-0.01243342
13.47597656,0.27753572,-0.00088833,-0.00833835,0.00808558
13.47607422,-0.00607799,0.00281705,-0.02333605,-0.00189311
13.47617188,0.08102917,-0.00137943,0.01375058,-0.00179610
13.47626953,-0.13007884,0.00508558,-0.02244579,-0.00602798
13.47636719,0.13114715,0.03919950,-0.00408541,-0.00207603
13.47646484,0.08534109,0.01930329,-0.02263896,-0.00341123
13.47656250,0.14975619,-0.00612085,0.00183263,0.00522554
13.47666016,-0.02490651,0.01216077,-0.04100554,0.01683459
13.47675781,0.22289636,0.00783714,-0.01415692,0.01382029
13.47685547,-0.02941853,0.03300893,0.02331489,0.01472476
13.47695312,-0.05594170,0.02478724,-0.01211636,0.01994706
13.47705078,0.01221500,0.04823205,0.01231969,0.03425973
13.47714844,0.05062235,-0.01257967,-0.00456744,-0.00248401
13.47724609,-0.17574896,-0.00890671,0.01769183,0.04252585
13.47734375,0.03121517,0.05049888,-0.00948630,-0.01334073
13.47744141,-0.03788035,0.01066877,0.01523960,-0.02815434
13.47753906,0.09150503,0.01311014,0.00039026,0.00585152
13.47763672,-0.08367804,0.01774536,0.00261838,0.00842087
13.47773438,-0.26132085,-0.01187865,-0.01840323,-0.01704961
13.47783203,-0.19681216,0.02032317,-0.03217147,-0.01042642
13.47792969,-0.07710668,0.01626251,-0.03150758,0.01108924
13.47802734,0.03033885,0.02026109,0.02327222,0.02796359
13.47812500,-0.15605159,0.01941235,-0.02218150,0.02368896
13.47822266,0.22914953,0.00256829,0.03981958,-0.00800602
13.47832031,-0.07782741,0.00129273,0.01039999,0.02231928
13.47841797,-0.14058808,0.01301190,-0.00546409,0.01200599
13.47851562,-0.16967544,0.00373999,0.00321051,0.00784814
13.47861328,0.18700008,0.02884721,0.03181941,0.00473415
13.47871094,0.09906218,0.02918112,-0.04703621,-0.01554992
13.47880859,-0.05212798,0.02862788,-0.02735782,-0.00210164
13.47890625,0.14298945,0.00332233,-0.02146305,-0.01598062
13.47900391,0.04176252,0.03338009,-0.04111049,0.02202222
13.47910156,-0.11634127,0.03474036,-0.04504253,0.02554024
13.47919922,-0.11511952,-0.01024363,0.01058424,0.00717669
13.47929687,0.10119901,0.00955339,0.01773852,0.04453364
13.47939453,-0.07157320,-0.00878021,-0.00220654,-0.00719796
13.47949219,-0.15385609,-0.02007662,-0.03612033,0.05280529
13.47958984,0.09286236,-0.01239956,-0.00114819,0.01196653
13.47968750,0.21981577,-0.03496423,0.01432364,0.00867520
13.47978516,-0.41346824,0.03081175,0.00117021,0.01173003
13.47988281,-0.02185527,-0.00065721,0.00889246,0.02510884
13.47998047,0.16441938,-0.00945635,0.03858918,0.02120139
13.48007813,0.06801219,0.02367039,0.01811409,0.03100849
13.48017578,0.25232011,0.00269823,-0.02851250,0.01189252
13.48027344,0.05028227,0.00302961,0.00548812,0.01816134
13.48037109,-0.01262370,-0.00529148,-0.00082023,0.03296779
13.48046875,0.02990782,-0.00138909,0.01132232,-0.00697973
13.48056641,0.08316527,-0.02451868,0.00845839,-0.00561029
13.48066406,0.02900132,0.03551720,-0.01197409,0.01663187
13.48076172,0.08180854,-0.01592621,0.01476372,0.02746304
13.48085937,0.08022639,-0.01539362,0.00926057,0.00934574
13.48095703,-0.00887080,0.00645721,0.00330653,0.02902268
13.48105469,-0.35884554,0.04381700,-0.02536947,0.00296364
13.48115234,-0.15010789,-0.02908255,-0.01666746,0.00263329
13.48125000,-0.06309027,0.00149212,-0.03932283,0.02123015
13.48134766,-0.13809273,-0.02573320,0.00228262,0.00923370
13.48144531,-0.14500542,0.01046029,-0.02279752,0.00569817
13.48154297,0.21915098,0.00625927,0.01027954,0.03749825
13.48164063,-0.03766608,0.03664424,0.02515646,0.02024360
13.48173828,-0.00391314,0.00860468,-0.00088976,0.00272699
13.48183594,-0.00685669,-0.01124188,-0.00799665,0.00887315
13.48193359,0.03092027,0.00983832,-0.00724800,0.00227182
13.48203125,-0.07711751,-0.00943120,0.01988289,0.02356988
13.48212891,0.17666460,-0.03623667,0.01441625,0.01465845
13.48222656,-0.11304835,0.02297410,0.01849409,0.03813336
13.48232422,-0.17795916,0.02054258,-0.00151299,0.03533493
13.48242188,-0.17128138,-0.00646751,0.01595423,0.02185038
13.48251953,-0.14929896,-0.00081518,0.02656383,-0.01716898
13.48261719,-0.22066694,0.00879816,0.04786130,0.03482527
13.48271484,-0.09450724,0.01485535,-0.02145560,0.01277843
13.48281250,-0.09359123,-0.02525596,-0.01443020,0.01641368
13.48291016,0.22658636,0.01716750,0.00029681,-0.00617106
13.48300781,0.22041750,-0.00266822,0.02766522,0.01092131
13.48310547,-0.01997722,0.03080669,-0.00268102,-0.01209055
13.48320312,0.16622862,0.00985521,0.02569129,0.02734194
13.48330078,0.09322997,-0.00130661,0.04074430,0.01404629
13.48339844,-0.07576874,0.02370349,-0.01524604,-0.00212374
13.48349609,0.00005412,-0.01506600,0.02117753,0.02321714
13.48359375,0.27155373,-0.00899597,-0.00734384,0.00612674
13.48369141,-0.04689397,0.01647004,-0.02051005,0.00623663
13.48378906,0.10580243,-0.01903907,0.01911241,0.00027111
13.48388672,0.15310029,0.00034654,-0.01092435,0.00493131
13.48398438,0.02824146,0.03281507,0.02895536,0.00794516
13.48408203,-0.19930227,0.02476998,-0.01306217,-0.02660771
13.48417969,-0.05393450,0.03217672,0.00583079,0.02806776
13.48427734,0.14911430,0.01473873,0.01460888,0.01243047
13.48437500,-0.15213273,-0.01129127,-0.00637487,0.01846938
13.48447266,-0.04494883,-0.02740648,0.05286737,0.01873631
13.48457031,0.08446947,-0.00320083,-0.00800368,-0.01217488
13.48466797,-0.18390570,-0.00352246,0.01974007,-0.01122681
13.48476562,0.27001041,-0.04960284,0.00290895,-0.00997471
13.48486328,-0.06195407,-0.01397108,0.02079129,0.00575239
13.48496094,0.02456761,-0.01788585,0.03781754,-0.00115992
13.48505859,0.08568075,0.00997307,0.01246592,0.01108999
13.48515625,0.14271280,0.00534140,0.03193773,-0.00453149
13.48525391,-0.11726135,0.00096736,0.02994142,0.00267132
13.48535156,-0.11887370,0.00141852,0.01972563,0.01520751
13.48544922,-0.14743646,-0.03001246,0.01288562,-0.01417292
13.48554688,0.17546685,-0.05193888,0.01183382,-0.01168928
13.48564453,-0.20922587,-0.02753352,-0.00615770,0.01291896
13.48574219,0.01995545,0.02078515,0.02948423,-0.01282989
13.48583984,0.02793022,-0.02012571,-0.00937071,-0.02120038
13.48593750,-0.07109269,-0.01738102,-0.00071492,0.02080291
13.48603516,-0.05212706,0.01924041,0.02674072,0.00938893
13.48613281,0.02340051,-0.01411560,0.03926620,0.02257007
13.48623047,-0.08835840,-0.01593423,0.04415101,0.00513089
13.48632812,-0.07657468,-0.01053602,0.02659629,0.00642277
13.48642578,-0.11906683,0.02179128,0.00659075,-0.01717818
13.48652344,0.08790172,-0.02318083,-0.00669490,-0.02892576
13.48662109,-0.03819532,-0.01632533,0.00497527,0.01594353
13.48671875,-0.04608073,-0.02001798,0.02351019,-0.00187248
13.48681641,0.16099038,-0.00279099,-0.00317853,0.02543414
13.48691406,0.06234439,-0.01860478,0.02327286,0.03464832
13.48701172,-0.00070579,0.02825715,0.01815326,0.01314191
13.48710937,-0.11048003,-0.01796931,-0.00458609,0.00736252
13.48720703,0.09687360,-0.02204968,0.00102692,0.00260978
13.48730469,-0.03510975,0.00606404,0.01625019,0.03050524
13.48740234,0.08471546,-0.00768097,0.06787729,0.00832499
13.48750000,-0.35438750,-0.00158116,0.01383821,0.04688456
13.48759766,0.01791414,0.01879886,0.01280967,0.01473475
13.48769531,0.17472360,0.00996898,0.01980427,-0.00360001
13.48779297,-0.02975889,0.00736343,0.00236212,-0.04918967
13.48789063,-0.01879994,-0.01312517,0.02792367,0.01149432
13.48798828,0.11286080,0.00971613,-0.00965440,0.03038476
13.48808594,0.01879893,0.00790980,0.05884657,0.00840895
13.48818359,-0.21876111,-0.02229668,-0.00030466,-0.03120327
13.48828125,0.06847582,0.00295419,0.00335118,0.00301467
13.48837891,0.26274660,0.00311265,0.02995790,-0.00423041
13.48847656,-0.06119147,-0.01879723,0.04299032,-0.00468138
13.48857422,-0.06974481,-0.03148367,0.00479713,-0.00697683
13.48867187,0.04513657,-0.01618410,0.02322504,-0.00776684
13.48876953,0.06531317,-0.02280346,-0.03122806,-0.01447795
13.48886719,-0.03214537,0.00703308,0.00927127,0.00479034
13.48896484,0.16026252,-0.02327374,-0.00299777,0.00903132
13.48906250,0.27829496,-0.02225552,0.01683136,0.00035670
13.48916016,-0.06477261,0.01985119,0.00100111,-0.01489463
13.48925781,-0.09676481,0.01741488,0.04377084,-0.00410084
13.48935547,0.06886333,0.00933119,0.03023753,0.00352834
13.48945313,-0.19438249,0.00860260,0.02798259,-0.00807418
13.48955078,0.21827665,0.00911847,0.00475172,-0.01060941
13.48964844,0.09543401,-0.00546851,-0.02360747,-0.00672433
13.48974609,0.06970955,0.02146568,0.03910049,-0.03654354
13.48984375,0.10909213,0.02388353,0.00682226,-0.00446946
13.48994141,0.07933115,0.02089500,0.03097728,-0.01538652
13.49003906,0.32167480,0.01089393,0.01106934,-0.04324020
13.49013672,-0.03649950,-0.02351379,0.02394688,0.00787520
13.49023438,-0.01246865,0.04114394,0.00327598,-0.01536976
13.49033203,-0.10694649,-0.00766918,0.02698793,-0.00156762
13.49042969,0.27653883,-0.00375813,-0.00455956,-0.00005463
13.49052734,0.15017444,0.01581838,0.00570535,0.00734327
13.49062500,-0.14465764,0.03905295,0.00241283,0.01168980
13.49072266,-0.02994410,0.00062897,-0.01671723,-0.02028153
13.49082031,0.19406566,0.03695017,-0.02176336,0.00930733
13.49091797,-0.21250785,-0.02953636,0.01520410,-0.04620590
13.49101562,-0.02605433,0.02572701,0.00231365,-0.01819907
13.49111328,0.06113984,-0.00545135,-0.00509025,-0.02159938
13.49121094,0.07228451,-0.00399659,0.03172115,-0.00396622
13.49130859,-0.07077323,0.01329853,-0.00279456,-0.02195244
13.49140625,-0.09172232,-0.02105700,0.04556888,0.02420479
13.49150391,-0.04707336,0.02059550,0.02177582,0.02215817
13.49160156,0.07990865,0.00479160,0.00152750,0.00112525
13.49169922,-0.03652860,-0.01515078,-0.02255325,-0.02519865
13.49179688,-0.01650520,-0.04675121,0.03044177,0.01367591
13.49189453,-0.05083316,0.02472372,0.01657211,-0.00111797
13.49199219,0.10527806,0.01054055,-0.00238237,-0.03599747
13.49208984,-0.01177988,0.02899294,-0.01544951,0.00363413
13.49218750,0.24929259,-0.03634880,0.01541106,-0.04024266
13.49228516,-0.03350152,-0.00168580,0.02990289,0.01893846
13.49238281,-0.27644366,-0.00181534,0.00122058,-0.01238206
13.49248047,-0.04478434,0.02696800,0.03165302,-0.01256813
13.49257812,-0.04272211,-0.00712704,-0.02690081,0.00935769
13.49267578,-0.03064496,0.01646871,-0.03109051,0.02854053
13.49277344,-0.16160214,0.01405853,-0.01168386,-0.02043158
13.49287109,0.00509054,0.00698554,-0.00279906,-0.01231260
13.49296875,0.13167207,0.01696968,0.00953912,-0.00849898
13.49306641,0.15474626,0.01094212,-0.01261323,0.03857480
13.49316406,0.05610442,0.04941710,-0.03328524,0.01733591
13.49326172,0.03449675,0.03883320,0.03284453,0.03853663
13.49335938,0.01924758,0.00754627,0.01617068,-0.00753194
13.49345703,0.02397805,-0.01221441,0.02689490,0.02883619
13.49355469,-0.07853425,-0.01536159,0.00341923,0.01903436
13.49365234,-0.16192694,0.02278052,-0.02393288,0.00515536
13.49375000,-0.09299817,0.03824476,-0.01656715,0.00307116
13.49384766,-0.01612691,-0.00264774,-0.00387888,0.00770455
13.49394531,0.07061306,0.02224284,0.01431475,-0.00526510
13.49404297,-0.00365295,0.02207774,-0.02357140,0.01445187
13.49414062,0.11803475,0.00503977,-0.02552761,-0.01370356
13.49423828,0.16280058,0.05226659,-0.00851924,-0.02488018
13.49433594,0.23597251,-0.00373135,-0.02180474,0.02854083
13.49443359,0.07389085,0.04101833,-0.05131675,-0.01498756
13.49453125,-0.00768002,0.01575449,0.00305168,0.03339658
13.49462891,0.17097965,0.00467817,0.01329702,-0.03282004
13.49472656,-0.10841109,0.00472308,-0.00131561,-0.01058631
13.49482422,0.45677547,-0.01454152,0.00001264,-0.00179633
13.49492187,-0.02993094,0.04555968,-0.00942410,-0.00632001
13.49501953,-0.04807964,0.00262109,-0.00609019,0.00687616
13.49511719,-0.10486762,0.00305343,0.00090758,0.02313280
13.49521484,0.00525268,-0.00838691,-0.00040320,-0.00266259
13.49531250,0.11205164,0.01029425,-0.04306543,0.05429895
13.49541016,-0.05195108,0.03241637,-0.04467695,0.01455186
13.49550781,0.26091472,0.01534743,0.02715228,0.01617027
13.49560547,-0.26386542,-0.01663498,0.00242625,0.00805481
13.49570313,-0.08590421,0.02978352,0.00867742,-0.00042999
13.49580078,-0.22672593,0.02170826,-0.00160326,0.03764132
13.49589844,0.08362949,0.01157725,-0.02570144,0.00215724
13.49599609,0.10220662,0.00654230,0.02297036,0.05016965
13.49609375,0.06016691,0.02548451,0.00923345,0.01086911
13.49619141,0.06096239,0.02908317,-0.00913752,-0.03559260
13.49628906,-0.25275064,0.03128420,-0.02256458,0.01522259
13.49638672,-0.04549307,-0.02445546,0.00853562,0.04238989
13.49648437,0.19231866,0.00930803,-0.03783836,0.03672562
13.49658203,-0.07507403,0.00548069,-0.02321500,-0.01543833
13.49667969,-0.13233206,0.04519273,0.00515079,-0.02789504
13.49677734,0.09379266,0.03805561,0.01871362,0.03949388
13.49687500,0.28011548,0.02394081,0.00614936,0.00364251
13.49697266,0.02792872,0.01733397,-0.00389573,0.03988157
13.49707031,-0.03264613,0.03631130,-0.00840151,0.01771425
13.49716797,-0.13945394,0.03452177,0.02922845,-0.00497255
13.49726563,0.06873481,0.01076025,0.01770651,0.00087109
13.49736328,-0.21948980,-0.02555869,-0.01239349,-0.01895968
13.49746094,0.25942484,-0.00232151,0.01438606,0.01214608
13.49755859,-0.02075442,-0.01612811,0.00645212,0.00869787
13.49765625,0.19378040,-0.00067201,-0.01093225,0.00887441
13.49775391,-0.10591850,-0.02755505,0.00368563,0.02506524
13.49785156,0.21294493,0.02432791,0.01066985,0.01834010
13.49794922,0.04095737,0.02732261,-0.00231942,0.00485189
13.49804688,0.01802756,-0.01609564,0.00540289,-0.01166539
13.49814453,-0.01259074,0.01324240,-0.02681503,0.04974876
13.49824219,0.03502471,-0.00665895,0.00363490,-0.00204366
13.49833984,0.04316026,0.01177778,-0.04243442,-0.00376747
13.49843750,0.11188815,0.01844453,-0.01204827,0.02984886
13.49853516,-0.20615510,0.02418628,-0.00665647,0.00667817
13.49863281,0.03399172,0.03761016,-0.01552028,0.01078639
13.49873047,0.02188463,0.01195922,0.00465042,0.02530372
13.49882812,0.14145913,0.00506353,0.01025356,0.00022385
13.49892578,0.08226030,0.00034070,-0.01542510,0.01304490
13.49902344,-0.15575388,-0.01191855,0.00875629,-0.01533057
13.49912109,0.24428260,-0.00629972,-0.00537694,0.00098831
13.49921875,-0.02849496,0.00404738,0.00846312,0.03702844
13.49931641,0.15859247,0.00574683,0.03218284,-0.01055305
13.49941406,-0.17693950,-0.00959406,0.03529220,0.03323559
13.49951172,0.20024114,0.01018891,0.00523798,0.03121213
13.49960938,0.28844779,0.00263929,-0.01019292,0.02164534
13.49970703,0.14720616,0.03369697,0.00415030,-0.02734398
13.49980469,-0.06146225,-0.02030926,0.01293062,-0.02414878
13.49990234,-0.06265184,0.02389188,0.00384358,0.00666701
13.50000000,0.09817081,0.01582075,0.04767614,-0.02064942
13.50009766,0.15024890,-0.02271886,0.00080751,0.00982447
13.50019531,0.12298345,0.02773871,0.01980565,0.04565868
13.50029297,0.32086901,0.01773208,0.02378728,0.01272875
13.50039062,0.19347683,0.00218504,-0.01604053,-0.00369926
13.50048828,0.22110504,-0.01021873,-0.00830226,0.03549230
13.50058594,0.15820613,0.00509167,0.02158405,0.00641097
13.50068359,-0.27881911,-0.01797477,0.02457338,0.04434463
13.50078125,0.08930475,0.02150233,-0.01412853,-0.01378890
13.50087891,0.01464587,0.01270774,0.03607809,-0.00740750
13.50097656,0.18565539,-0.01836510,-0.02499834,-0.01088952
13.50107422,-0.09854157,0.00173778,0.02204491,0.01978238
13.50117188,0.07661367,-0.02763854,0.04129515,-0.00203597
13.50126953,-0.01142813,-0.01619300,0.02474113,0.00162123
13.50136719,0.05067251,-0.00029013,0.02601508,-0.01452364
13.50146484,-0.00412464,-0.00483214,0.00563867,0.02697411
13.50156250,-0.03459549,0.00683307,0.01565188,0.00456458
13.50166016,-0.02615735,-0.00729838,0.01470032,0.03441303
13.50175781,-0.12657411,-0.00464177,0.02859797,-0.00326893
13.50185547,0.01814718,0.01424408,0.01709613,-0.00009371
13.50195312,-0.03080720,0.03226081,0.03201101,-0.00468287
13.50205078,0.08712071,0.01374444,-0.02102360,-0.01208673
13.50214844,0.12258830,0.02504122,0.03008242,0.02188250
13.50224609,-0.14515501,-0.02920537,0.02324586,-0.00862425
13.50234375,0.14698305,-0.00689357,0.01390412,0.01368710
13.50244141,0.10059869,-0.02403990,0.02900172,-0.01266378
13.50253906,-0.09345000,0.00070020,0.03282613,-0.00102984
13.50263672,-0.19075048,-0.00555480,-0.00210269,-0.01469760
13.50273437,-0.06844552,-0.01283372,0.02741855,0.02612034
13.50283203,-0.12852896,-0.01123206,0.00387737,-0.02246762
